Id;ResourceName;Name;HasBmpCollection;HasBmpItem;HasAct
13983;새내기상자;Freshman Magic Powder Box 30 Days;;;;
13984;꼬꼬마상자;Kid Magic Powder Box 30 Days;;;;
13985;마법의성상자;Magic Magic Powder Box 30 Days;;;;
13986;짱구상자;JJangu Magic Powder Box 30 Days;;;;
13987;빨간상자;Rough Oridecon Box(5);;;;
13988;빨간상자;Rough Oridecon Box(50);;;;
13989;빨간상자;Acid Bomb Box(10);;;;
13990;오래된보라상자;Job Battle Manual Box(10);;;;
13991;오래된보라상자;Tiger Mask Box;;;;
13992;오래된보라상자;Neko Mimi Box;;;;
13993;오래된보라상자;Alice Hat Box;;;;
13994;오래된파란상자;Speed Potion Box(5);;;;
13995;오래된파란상자;Speed Potion Box(10);;;;
13996;음식보자기;Big Bun Box(100);;;;
13997;음식보자기;Big Bun Box(500);;;;
13998;오래된보라상자;Giant Fly Wing Box 500;;;;
13999;오래된보라상자;Pill Box(100);;;;
14000;오래된보라상자;Pill Box(500);;;;
14001;빨간상자;Recruit Siege Supply Box;;;;
14002;빨간상자;Advanced WoE Supply Box;;;;
14003;빨간상자;Elite Siege Supply Box;;;;
14004;오래된보라상자;Poison Bottle Box(10);;;;
14005;오래된보라상자;Poison Bottle Box(5);;;;
14006;오래된보라상자;Evolved Drooping Cat Box;;;;
14007;오래된보라상자;Evolved Rabbits Headband Box;;;;
14008;오래된보라상자;Evolved Helmet of Orc Hero Box;;;;
14009;러브앤젤상자;Love Angel Magic Powder Box;;;;
14010;스퀴럴상자;Squillroll Magic Powder Box;;;;
14011;고고상자;Gogo Magic Powder Box;;;;
14012;러브앤젤상자;Love Angel Magic Powder Box 30 Days;;;;
14013;스퀴럴상자;Squillroll Magic Powder Box 30 Days;;;;
14014;고고상자;Gogo Magic Powder Box 30 Days;;;;
14015;오래된파란상자;Western Outlaw Box;;;;
14016;오래된파란상자;Lever Action Rifle Box;;;;
14017;오래된파란상자;All in One Ring Box;;;;
14018;오래된파란상자;Spiritual Tunic Box;;;;
14019;오래된파란상자;Recuvative Armor Box;;;;
14020;오래된파란상자;Shell of Resistance Box;;;;
14021;오래된파란상자;Silf Manteau Box;;;;
14022;오래된파란상자;Refresh Shoes Box;;;;
14023;오래된파란상자;Crunch Toast Box;;;;
14024;선물상자_4;Robo Eye Box;;;;
14025;선물상자_4;Maiden's Twin Ribbon Box;;;;
14026;선물상자_4;Diadem Box;;;;
14027;폭우의상자;Fish Head Hat Box;;;;
14028;포링상자;SantaPoring Cap Box;;;;
14029;액세서리상자;Bell Ribbon Box;;;;
14030;포링상자;Mimic Summoning Box(5);;;;
14031;포링상자;Disguise Summoning Box(5);;;;
14032;포링상자;Alice Summoning Box(5);;;;
14033;포링상자;Mimic Summoning Box(10);;;;
14034;포링상자;Disguise Summoning Box(10);;;;
14035;포링상자;Alice Summoning Box(10);;;;
14036;선물상자;New Style Box;;;;
14037;햇빛의상자;Safe to All Pack;;;;
14038;햇빛의상자;Repair Weapon Scroll Box(10);;;;
14039;햇빛의상자;Hockey Mask Box;;;;
14040;햇빛의상자;Observer Box;;;;
14041;햇빛의상자;Yellow Butterfly Wing Box(5);;;;
14042;햇빛의상자;Yellow Butterfly Wing Box(10);;;;
14043;햇빛의상자;Green Butterfly Wing Box(5);;;;
14044;햇빛의상자;Green Butterfly Wing Box(10);;;;
14045;햇빛의상자;Red Butterfly Wing Box(5);;;;
14046;햇빛의상자;Red Butterfly Wing Box(10);;;;
14047;햇빛의상자;Blue Butterfly Wing Box(5);;;;
14048;햇빛의상자;Blue Butterfly Wing Box(10);;;;
14049;헐떡이는상자;Candy Box(5);;;;
14050;헐떡이는상자;Candy Box(10);;;;
14051;햇빛의상자;Dungeon Teleport Scroll II Box(5);;;;
14052;햇빛의상자;Dungeon Teleport Scroll II Box(10);;;;
14053;햇빛의상자;Little Angel Doll Box;;;;
14054;포링상자;Triple Porings Hat Box;;;;
14055;오래된보라상자;Nagan Box;;;;
14056;오래된보라상자;Refined Brocca Box;;;;
14057;오래된보라상자;Refined Staff of Survival Box;;;;
14058;오래된보라상자;Refined Quadrille Box;;;;
14059;오래된보라상자;Refined Great Axe Box;;;;
14060;오래된보라상자;Refined Bloody Roar Box;;;;
14061;오래된보라상자;Refined Hardcover Book Box;;;;
14062;오래된보라상자;Fire Brand Box;;;;
14063;오래된보라상자;Immaterial Sword Box;;;;
14064;오래된보라상자;Refined Unholy Touch Box;;;;
14065;오래된보라상자;Refined Manteau of Survival Box;;;;
14066;오래된보라상자;Butterfly Mask Box;;;;
14067;오래된보라상자;Refined Helmet of Orc Hero Box;;;;
14068;오래된보라상자;Refined Wing of Diablo Box;;;;
14069;오래된보라상자;Refined Dark Blinder Box;;;;
14070;오래된보라상자;Refined Drooping Cat Box;;;;
14071;오래된보라상자;Refined Corsair Box;;;;
14072;오래된보라상자;Refined Bloody Iron Ball Box;;;;
14073;오래된보라상자;Refined Spiritual Ring Box;;;;
14074;햇빛의상자;Wine Glass of Illusion Box(5);;;;
14075;햇빛의상자;Glass of Illusion Box(10);;;;
14076;우울한상자;Scroll of Shadow Armor Box(5);;;;
14077;우울한상자;Scroll of Shadow Armor Box(10);;;;
14078;우울한상자;Scroll of Shadow Armor Box(30);;;;
14079;햇빛의상자;Scroll of Holy Armor Box(5);;;;
14080;햇빛의상자;Scroll of Holy Armor Box(10);;;;
14081;햇빛의상자;Scroll of Holy Armor Box(30);;;;
14082;응급처치상자;Small Defense Potion Box(10);;;;
14083;응급처치상자;Small Physical Defense Potion Box(30);;;;
14084;응급처치상자;Small Physical Defense Potion Box(50);;;;
14085;응급처치상자;Big Defense Potion Box(10);;;;
14086;응급처치상자;Large Physical Defense Potion Box(30);;;;
14087;응급처치상자;Large Physical Defense Potion Box(50);;;;
14088;응급처치상자;Small Magic Defense Potion Box(10);;;;
14089;응급처치상자;Small Magical Defense Potion Box(30);;;;
14090;응급처치상자;Small Magical Defense Potion Box(50);;;;
14091;응급처치상자;Big Magic Defense Potion Box(10);;;;
14092;응급처치상자;Large Magical Defense Potion Box(30);;;;
14093;응급처치상자;Large Magical Defense Potion Box(50);;;;
14094;포링상자;Flapping Angel Wings Box;;;;
14095;포링상자;Neko Mimi Box;;;;
14096;포링상자;Moonlight Flower Hat Box;;;;
14097;포링상자;Chick Hat Box;;;;
14098;포링상자;Pecopeco Hairband Box;;;;
14099;포링상자;Red Glasses Box;;;;
14100;포링상자;Whisper Mask Box;;;;
14101;포링상자;Ramen Hat Box;;;;
14102;햇빛의상자;Dungeon Teleport Scroll Box(5);;;;
14103;졸린상자;Gym Membership Card Box;;;;
14104;응급처치상자;Small Life Potion Box(10);;;;
14105;응급처치상자;Small Life Potion Box(30);;;;
14106;응급처치상자;Small Life Potion Box(50);;;;
14107;응급처치상자;Medium Life Potion Box(10);;;;
14108;응급처치상자;Medium Life Potion Box(30);;;;
14109;응급처치상자;Medium Life Potion Box(50);;;;
14110;오래된보라상자;Abrasive Box(5);;;;
14111;오래된보라상자;Abrasive Box(10);;;;
14112;응급처치상자;Regeneration Potion Box(5);;;;
14113;응급처치상자;Regeneration Potion Box(10);;;;
14114;햇빛의상자;Dungeon Teleport Scroll Box(10);;;;
14115;오래된보라상자;Refined Infiltrator Box;;;;
14116;오래된보라상자;Refined Muramasa Box;;;;
14117;오래된보라상자;Refined Excalibur Box;;;;
14118;오래된보라상자;Combat Knife Box;;;;
14119;오래된보라상자;Counter Dagger Box;;;;
14120;오래된보라상자;Refined Kaiser Knuckle Box;;;;
14121;오래된보라상자;Refined Mighty Staff Box;;;;
14122;오래된보라상자;Light Epsilon Box;;;;
14123;오래된보라상자;Refined Ballista Box;;;;
14124;오래된보라상자;Refined Sage's Diary Box;;;;
14125;오래된보라상자;Refined Ashura Box;;;;
14126;오래된보라상자;Refined Apple of Archer Box;;;;
14127;오래된보라상자;Refined Bunny Band Box;;;;
14128;오래된보라상자;Refined Sakkat Box;;;;
14129;오래된보라상자;Refined Grand Circlet Box;;;;
14130;오래된보라상자;Refined Elven Ears Box;;;;
14131;오래된보라상자;Refined Romantic Flower Box;;;;
14132;오래된보라상자;Refined Critical Ring Box;;;;
14133;오래된보라상자;Refined Earring Box;;;;
14134;오래된보라상자;Refined Ring Box;;;;
14135;오래된보라상자;Refined Necklace Box;;;;
14136;오래된보라상자;Refined Glove Box;;;;
14137;오래된보라상자;Refined Brooch Box;;;;
14138;오래된보라상자;Refined Rosary Box;;;;
14139;오래된보라상자;Refined Safety Ring Box;;;;
14140;오래된보라상자;Refined Vesper Core 01 Box;;;;
14141;오래된보라상자;Refined Vesper Core 02 Box;;;;
14142;오래된보라상자;Refined Vesper Core 03 Box;;;;
14143;오래된보라상자;Refined Vesper Core 04 Box;;;;
14144;햇빛의상자;1 Hour Package Vol 1;;;;
14145;햇빛의상자;1 Hour Package Vol 2;;;;
14146;햇빛의상자;1 Hour Package Vol 3;;;;
14147;햇빛의상자;1 Hour Package Vol 4;;;;
14148;햇빛의상자;1 Hour Package Vol 5;;;;
14149;햇빛의상자;1 Hour Package Vol 6;;;;
14150;햇빛의상자;2 Hours Package Vol 1;;;;
14151;햇빛의상자;2 Hours Package Vol 2;;;;
14152;햇빛의상자;2 Hours Package Vol 3;;;;
14153;햇빛의상자;2 Hours Package Vol 4;;;;
14154;햇빛의상자;2 Hours Package Vol 5;;;;
14155;햇빛의상자;2 Hours Package Vol 6;;;;
14156;오래된보라상자;Battle Manual Box(10);;;;
14157;오래된보라상자;Life Insurrance Box(10);;;;
14158;오래된보라상자;Bubble Gum Box(10);;;;
14159;오래된보라상자;Steamed Tongue Box(10);;;;
14160;오래된보라상자;Steamed Desert Scorpions Box(10);;;;
14161;오래된보라상자;Dragon Breath Cocktail Box(10);;;;
14162;오래된보라상자;Hwergelmir's Tonic Box(10);;;;
14163;오래된보라상자;Cooked Nine Tail's Tails Box(10);;;;
14164;오래된보라상자;Stew of Immortality Box(10);;;;
14165;오래된보라상자;Kafra Card Box(10);;;;
14166;오래된보라상자;Giant Fly Wing Box(10);;;;
14167;오래된보라상자;Neuralizer Box(10);;;;
14168;오래된보라상자;Convex Mirror Box(10);;;;
14169;오래된보라상자;Blessing Scroll Box(10);;;;
14170;오래된보라상자;Increase Agility Scroll Box(10);;;;
14171;오래된보라상자;Aspersio Scroll Box(10);;;;
14172;오래된보라상자;Assumptio Scroll Box(10);;;;
14173;오래된보라상자;Wind Walk Scroll Box(10);;;;
14174;오래된보라상자;Adrenaline Rush Scroll Box(10);;;;
14175;오래된보라상자;Megaphone Box(10);;;;
14176;오래된보라상자;Enriched Elunium Box(50);;;;
14177;오래된보라상자;Enriched Oridecon Box(10);;;;
14178;오래된보라상자;Token of Siegfried Box(10);;;;
14179;오래된보라상자;Giant Fly Wing Box(50);;;;
14180;오래된보라상자;Giant Fly Wing Box(100);;;;
14181;오래된보라상자;Hwergelmir's Tonic Box(30);;;;
14182;오래된보라상자;Hwergelmir's Tonic Box(50);;;;
14183;오래된보라상자;Cooked Nine Tail's Tails Box(30);;;;
14184;오래된보라상자;Cooked Nine Tail's Tails Box(50);;;;
14185;오래된보라상자;Increase Agility Scroll Box(30);;;;
14186;오래된보라상자;Increase Agility Scroll Box(50);;;;
14187;오래된보라상자;Stew of Immortality Box(30);;;;
14188;오래된보라상자;Stew of Immortality Box(50);;;;
14189;오래된보라상자;Life Insurrance Box(30);;;;
14190;오래된보라상자;Life Insurrance Box(50);;;;
14191;오래된보라상자;Convex Mirror Box(5);;;;
14192;오래된보라상자;Convex Mirror Box(30);;;;
14193;오래된보라상자;Blessing Scroll Box(30);;;;
14194;오래된보라상자;Blessing Scroll Box(50);;;;
14195;오래된보라상자;Adrenaline Rush Scroll Box(30);;;;
14196;오래된보라상자;Adrenaline Rush Scroll Box(50);;;;
14197;오래된보라상자;Level 5 Assumptio Scroll Box(30);;;;
14198;오래된보라상자;Level 5 Assumptio Scroll Box(50);;;;
14199;오래된보라상자;Aspersio Scroll Box(30);;;;
14200;오래된보라상자;Aspersio Scroll Box(50);;;;
14201;오래된보라상자;Steamed Desert Scorpions Box(30);;;;
14202;오래된보라상자;Steamed Desert Scorpions Box(50);;;;
14203;오래된보라상자;Wind Walk Scroll Box(30);;;;
14204;오래된보라상자;Wind Walk Scroll Box(50);;;;
14205;오래된보라상자;Dragon Breath Cocktail Box(30);;;;
14206;오래된보라상자;Dragon Breath Cocktail Box(50);;;;
14207;오래된보라상자;Battle Manual Box;;;;
14208;오래된보라상자;Battle Manual Box(5);;;;
14209;오래된보라상자;Token of Siegfried Box(5);;;;
14210;오래된보라상자;Token of Siegfried Box(20);;;;
14211;오래된보라상자;Kafra Card Box(30);;;;
14212;오래된보라상자;Kafra Card Box(50);;;;
14213;오래된보라상자;Steamed Tongue Box(30);;;;
14214;오래된보라상자;Steamed Tongue Box(50);;;;
14215;오래된보라상자;Bubble Gum Box;;;;
14216;오래된보라상자;Bubble Gum Box(5);;;;
14217;오래된보라상자;Megaphone Box;;;;
14218;오래된보라상자;Megaphone Box(5);;;;
14219;오래된보라상자;Enriched Elunium Box(5);;;;
14220;오래된보라상자;Enriched Oridecon Box(5);;;;
14221;오래된보라상자;Mystical Amplification Scroll(10);;;;
14222;오래된보라상자;Mystical Amplification Scroll(30);;;;
14223;오래된보라상자;Mystical Amplification Scroll(50);;;;
14224;오래된보라상자;Quagmire Scroll Box(10);;;;
14225;오래된보라상자;Quagmire Scroll Box(30);;;;
14226;오래된보라상자;Quagmire Scroll Box(50);;;;
14227;오래된보라상자;Staff of Healing Box;;;;
14228;오래된보라상자;Fraxinus Box;;;;
14229;벚꽃스크롤;Cherry Blossoms Scroll;;;;
14230;오래된보라상자;Note Headphones Box;;;;
14231;햇빛의상자;Novice Breastplate Boxes;;;;
14232;오래된보라상자;Yggdrasil Berry Box(10);;;;
14233;우울한상자;Dead Branch Box(10);;;;
14234;우울한상자;Dead Branch Box(25);;;;
14235;오래된보라상자;Battle Manual 2 Box;;;;
14236;오래된보라상자;Steamed Tongue Box(20);;;;
14237;오래된보라상자;Steamed Desert Scorpions Box(20);;;;
14238;오래된보라상자;Stew of Immortality Box(20);;;;
14239;오래된보라상자;Dragon Breath Cocktail Box(20);;;;
14240;오래된보라상자;Hwergelmir's Tonic Box(20);;;;
14241;오래된보라상자;Nine Tail Dish Box(20);;;;
14242;오래된노란상자;Beholder Ring Box;;;;
14243;오래된노란상자;Hallow Ring Box;;;;
14244;오래된노란상자;Clamorous Ring Box;;;;
14245;오래된노란상자;Chemical Ring Box;;;;
14246;오래된노란상자;Insecticide Ring Box;;;;
14247;오래된노란상자;Fisher Ring Box;;;;
14248;오래된노란상자;Decussate Ring Box;;;;
14249;오래된노란상자;Bloody Ring Box;;;;
14250;오래된노란상자;Satanic Ring Box;;;;
14251;오래된노란상자;Dragon Ring Box;;;;
14252;오래된노란상자;Beholder Ring Box II;;;;
14253;오래된노란상자;Hallow Ring Box II;;;;
14254;오래된노란상자;Clamorous Ring Box II;;;;
14255;오래된노란상자;Chemical Ring Box II;;;;
14256;오래된노란상자;Insecticide Ring Box II;;;;
14257;오래된노란상자;Fisher Ring Box II;;;;
14258;오래된노란상자;Decussate Ring Box II;;;;
14259;오래된노란상자;Bloody Ring Box II;;;;
14260;오래된노란상자;Satanic Ring Box II;;;;
14261;오래된노란상자;Dragon Ring Box II;;;;
14262;그림일기상자;Diary Magic Powder Box;;;;
14263;미니하트상자;Mini Heart Magic Powder Box;;;;
14264;새내기상자;Freshman Magic Powder Box;;;;
14265;꼬꼬마상자;Kid Magic Powder Box;;;;
14266;마법의성상자;Magic Magic Powder Box;;;;
14267;짱구상자;JJangu Magic Powder Box;;;;
14268;그림일기상자;Diary Magic Powder Box;;;;
14269;미니하트상자;Mini Heart Magic Powder Box;;;;
14270;새내기상자;Freshman Magic Powder Box;;;;
14271;꼬꼬마상자;Kid Magic Powder Box;;;;
14272;마법의성상자;Magic Magic Powder Box;;;;
14273;짱구상자;JJangu Magic Powder Box;;;;
14274;오래된보라상자;Mystical Amplification Scroll Box(10);;;;
14275;오래된보라상자;Mystical Amplification Scroll Box(30);;;;
14276;오래된보라상자;Mystical Amplification Scroll Box(50);;;;
14277;오래된보라상자;Quagmire Scroll Box(10);;;;
14278;오래된보라상자;Quagmire Scroll Box(30);;;;
14279;오래된보라상자;Quagmire Scroll Box(50);;;;
14280;오래된보라상자;Healing Staff Box;;;;
14281;오래된보라상자;Fraxinus Box;;;;
14282;햇빛의상자;Emperium Box;;;;
14283;햇빛의상자;Marriage Certificate Box;;;;
14284;오래된보라상자;Muffler Box;;;;
14285;오래된보라상자;Neo Valkyrie Shield Box;;;;
14286;오래된보라상자;Skull Ring Box;;;;
14287;철상자;Barricade Repair Kit;;;;
14288;철상자;Guardian Stone Repair Kit;;;;
14289;졸린상자;Clothing Dye Coupon Box;;;;
14290;졸린상자;Clothing Dye Coupon Box II;;;;
14291;졸린상자;Clothing Dye Coupon Box;;;;
14292;졸린상자;Clothing Dye Coupon Box II;;;;
14293;오래된보라상자;Mercenary Contract Box;;;;
14294;오래된보라상자;Mercenary Contract Box 5ea;;;;
14295;오래된보라상자;Mercenary Contract Box 10ea;;;;
14296;엔젤스크롤;Angel Scroll;;;;
14297;데빌스크롤;Devil Scroll;;;;
14298;깜짝스크롤;Surprised Scroll;;;;
14299;오래된보라상자;Leaves of Grass Box;;;;
14300;선물상자_1;Mask of Ifrit Box;;;;
14301;선물상자_2;Ifrit's Ear Box;;;;
14302;빨간상자;Filir Hat Box;;;;
14303;빨간상자;Angel Spirit Box;;;;
14304;빨간상자;Scuba Mask Box;;;;
14305;빨간상자;Neko Mimi Kafra Band Box;;;;
14306;RWC특수스크롤;RWC Special Scroll;;;;
14307;RWC한정스크롤;RWC Limited Scroll;;;;
14308;열혈스크롤;Ardor Scroll;;;;
14309;오래된노란상자;Gangster Scarf Box;;;;
14310;오래된노란상자;Ninja's Scroll Box;;;;
14311;빨간상자;Angel Spirit Box;;;;
14312;오래된노란상자;Gangster Scarf Box;;;;
14313;오래된노란상자;Ninja's Scroll Box;;;;
14314;원한의상자;Phreeoni Scroll Box;;;;
14315;원한의상자;Ghostring Scroll Box;;;;
14316;대만7월7석스크롤;Love Scroll;;;;
14317;대만백소진스크롤;Bacsojin Scroll;;;;
14318;초록상자;Antenna Box;;;;
14319;초록상자;Tiraya Bonnet Box;;;;
14320;초록상자;Balloon Hat Box;;;;
14321;오래된보라상자;Holy Sabre Box;;;;
14322;오래된보라상자;Book of Prayer Box;;;;
14323;오래된보라상자;Phenomena Whip Box;;;;
14324;오래된보라상자;Staff of Darkness Box;;;;
14325;오래된보라상자;Monk Knuckle Box;;;;
14326;오래된보라상자;Mace of Madness Box;;;;
14327;오래된보라상자;Spear of Excellent Box;;;;
14328;오래된보라상자;Bow of Evil Box;;;;
14329;오래된보라상자;Katar of Speed Box;;;;
14330;오래된보라상자;Sharpshooter Revolver Box;;;;
14331;햇빛의상자;Guild Member Hat Box;;;;
14332;햇빛의상자;Party Member Hat Box;;;;
14333;햇빛의상자;Boyfriend Hat Box;;;;
14334;햇빛의상자;Friend Hat Box;;;;
14335;햇빛의상자;Girlfriend Hat Box;;;;
14336;햇빛의상자;Holy Marcher Hat Box;;;;
14337;햇빛의상자;Guild Member Hat Box;;;;
14338;햇빛의상자;Party Member Hat Box;;;;
14339;햇빛의상자;Boyfriend Hat Box;;;;
14340;햇빛의상자;Friend Hat Box;;;;
14341;햇빛의상자;Girlfriend Hat Box;;;;
14342;햇빛의상자;Holy Marcher Hat Box;;;;
14343;오래된보라상자;Spiked Scarf Box;;;;
14344;오래된보라상자;Rainbow Scarf Box;;;;
14345;애니멀스크롤;Animal Scroll;;;;
14346;햇빛의상자;Brazilian Flag Hat Box;;;;
14347;오래된보라상자;Greed Scroll Box(20);;;;
14348;오래된보라상자;Greed Scroll Box(50);;;;
14349;오래된보라상자;Mental Potion Box(20);;;;
14350;오래된보라상자;Mental Potion Box(50);;;;
14351;오래된보라상자;Tyr's Blessing Box(20);;;;
14352;오래된보라상자;Tyr's Blessing Box(50);;;;
14353;오래된보라상자;Greed Scroll Box(20);;;;
14354;오래된보라상자;Greed Scroll Box(50);;;;
14355;오래된보라상자;Mental Potion Box(20);;;;
14356;오래된보라상자;Mental Potion Box(50);;;;
14357;오래된보라상자;Tyr's Blessing Box(20);;;;
14358;오래된보라상자;Tyr's Blessing Box(50);;;;
14359;원한의상자;Taogun Ka Scroll Box;;;;
14360;원한의상자;Mistress Scroll Box;;;;
14361;원한의상자;Orc Hero Scroll Box;;;;
14362;원한의상자;Orc Lord Scroll Box;;;;
14363;하트스크롤;Warm Heart Scroll;;;;
14364;오래된보라상자;JOB Battle Manual Box;;;;
14365;오래된보라상자;JOB Battle Manual Box(5);;;;
14366;오래된보라상자;JOB Battle Manual Box(10);;;;
14367;오래된보라상자;JOB Battle Manual Box;;;;
14368;오래된보라상자;JOB Battle Manual Box(5);;;;
14369;오래된보라상자;JOB Battle Manual Box(10);;;;
14370;빨간상자;Goddess of Blessing Box;;;;
14371;빨간상자;Angel of Blessing Box;;;;
14372;빨간상자;Snow Powder Box;;;;
14373;빨간상자;Small Hearts Box;;;;
14374;빨간상자;Extravagant Firework Box;;;;
14375;오래된보라상자;Holy Celestial Axe Box;;;;
14376;오래된보라상자;Angelring Potion Box;;;;
14377;오래된보라상자;Scream Megaphone Box;;;;
14378;오래된보라상자;Dungeon Teleport Scroll 3 Box;;;;
14379;오래된보라상자;Love Daddy Hat Box;;;;
14380;오래된보라상자;Anubis Hat Box;;;;
14381;오래된노란상자;Staff of Piercing Box;;;;
14382;오래된노란상자;Lich's Bone Wand Box;;;;
14383;오래된노란상자;Long Horn Box;;;;
14384;오래된노란상자;Hunting Spear Box;;;;
14385;오래된노란상자;Book of the Dead Box;;;;
14386;오래된노란상자;Staff of Destruction Box;;;;
14387;오래된노란상자;Crest of the Rider Box;;;;
14388;오래된노란상자;Mythril Magic Manteau Box;;;;
14389;오래된노란상자;Sniping Suit Box;;;;
14390;오래된노란상자;Orlean's Glove Box;;;;
14391;오래된노란상자;Spiritual Ring Box;;;;
14392;오래된노란상자;Variant Shoes Box;;;;
14393;햇빛의상자;Universal Amulet Box;;;;
14394;초록상자;Cute Santa Hat Box;;;;
14395;초록상자;Master's Hat Box;;;;
14396;초록상자;Red Minstrel Hat Box;;;;
14397;초록상자;Bonus Box 01;;;;
14398;초록상자;Bonus Box 02;;;;
14399;초록상자;Bonus Box 03;;;;
14400;초록상자;Bonus Box 04;;;;
14401;초록상자;Bonus Box 05;;;;
14402;초록상자;Bonus Box 06;;;;
14403;초록상자;Bonus Box 07;;;;
14404;초록상자;Bonus Box 08;;;;
14405;초록상자;Bonus Box 09;;;;
14406;초록상자;Bonus Box 10;;;;
14407;크리스마스알;Christmas Scroll;;;;
14408;태양알;Solar Scroll;;;;
14409;초록상자;Twin Pompom By JB Box;;;;
14410;초록상자;Ship Captain Hat Box;;;;
14411;초록상자;Red Minstrel Hat Box;;;;
14412;초록상자;Bonus Box 01;;;;
14413;초록상자;Bonus Box 02;;;;
14414;초록상자;Bonus Box 03;;;;
14415;초록상자;Bonus Box 04;;;;
14416;초록상자;Bonus Box 05;;;;
14417;초록상자;Bonus Box 06;;;;
14418;초록상자;Bonus Box 07;;;;
14419;초록상자;Bonus Box 08;;;;
14420;초록상자;Bonus Box 09;;;;
14421;초록상자;Bonus Box 10;;;;
14422;액세서리상자;Shaman's Document Box;;;;
14423;액세서리상자;Broken Sword Box;;;;
14424;액세서리상자;Bijofnil Feather Box;;;;
14425;햇빛의상자;Pagdayaw Box;;;;
14426;오래된노란상자;Fortune Sword Box;;;;
14427;오래된노란상자;Ice Pick Box;;;;
14428;오래된노란상자;Kamaitachi Box;;;;
14429;오래된노란상자;Spirited Guitar Box;;;;
14430;오래된노란상자;Doom Slayer Box;;;;
14431;오래된노란상자;Huuma Blaze Shuriken Box;;;;
14432;오래된노란상자;Odin's Blessing Box;;;;
14433;오래된노란상자;Ring of Flame Lord Box;;;;
14434;오래된노란상자;Ring of Resonance Box;;;;
14435;오래된노란상자;Student Cap Box;;;;
14436;오래된노란상자;Ulle's Cap Box;;;;
14437;오래된노란상자;Sphinx Hat Box;;;;
14438;오래된보라상자;Red Lotus Sword Box;;;;
14439;오래된보라상자;Power of Thor Box;;;;
14440;오래된보라상자;Dice Hat Box;;;;
14441;오래된보라상자;Tiger King Doll Hat Box;;;;
14442;오래된보라상자;Wandering Wolf King Helmet Box;;;;
14443;오래된보라상자;Pizza Hat Box;;;;
14444;오래된보라상자;Ice Cream Hat Box;;;;
14447;오래된보라상자;Scallywag's Hat Box;;;;
14448;오래된보라상자;Necromancer Hood Box;;;;
14449;깜짝스크롤;Huginn's First Egg;;;;
14450;깜짝스크롤;Huginn's Second Egg;;;;
14451;대만백소진스크롤;Huginn's Third Egg;;;;
14452;대만백소진스크롤;Huginn's Fourth Egg;;;;
14453;대만백소진스크롤;Huginn's Fifth Egg;;;;
14454;대만백소진스크롤;Huginn's Sixth Egg;;;;
14455;벚꽃스크롤;Munin's First Egg;;;;
14456;벚꽃스크롤;Munin's Second Egg;;;;
14457;벚꽃스크롤;Munin's Third Egg;;;;
14458;벚꽃스크롤;Munin's Fourth Egg;;;;
14459;오래된보라상자;Magic Rabbit Hat Box;;;;
14460;오래된보라상자;RO 5th Wedding Anniversary Box;;;;
14461;오래된보라상자;Ashura Fairy Hat Box;;;;
14462;오래된노란상자;Dark Randgris Helm Box;;;;
14463;오래된노란상자;Purple Cowboy Hat Box;;;;
14464;오래된노란상자;Dark Randgris Helm Box;;;;
14465;오래된노란상자;Purple Cowboy Hat Box;;;;
14466;빨간상자;Valentine's Emblem Box;;;;
14467;선물상자_3;Carnival Hat Box;;;;
14468;선물상자_3;Carnival Circlet Box;;;;
14469;대만소꼬리스크롤;Ox Tail Egg;;;;
14470;음식보자기;Nightmare Terror Exchange Coupon Box;;;;
14471;음식보자기;Loli Ruri Exchange Coupon Box;;;;
14472;음식보자기;Goblin Leader Exchange Coupon Box;;;;
14473;음식보자기;Incubus Exchange Coupon Box;;;;
14474;음식보자기;Miyabi Doll Exchange Coupon Box;;;;
14475;음식보자기;Giant Whisper Exchange Coupon Box;;;;
14476;음식보자기;Evil Nymph Exchange Coupon Box;;;;
14477;음식보자기;Medusa Exchange Coupon Box;;;;
14478;음식보자기;Stone Shooter Exchange Coupon Box;;;;
14479;음식보자기;Marionette Exchange Coupon Box;;;;
14480;음식보자기;Leaf Cat Exchange Coupon Box;;;;
14481;음식보자기;Dullahan Exchange Coupon Box;;;;
14482;음식보자기;Shinobi Exchange Coupon Box;;;;
14483;음식보자기;Golem Exchange Coupon Box;;;;
14484;음식보자기;Civil Servant Exchange Coupon Box;;;;
14485;번호상자03;Academy of Badge Box;;;;
14486;번호상자01;Academy Freshman Hat Box;;;;
14487;번호상자04;Academy Completion Hat Box;;;;
14488;음식보자기;Blue Pajamas Hat Box;;;;
14489;음식보자기;Pink Pajamas Hat Box;;;;
14490;음식보자기;Shark Hat Box;;;;
14491;음식보자기;Sting Hat Box;;;;
14492;음식보자기;Shark Hat Box;;;;
14493;음식보자기;Sting Hat Box;;;;
14494;번호상자01;Samambaia Box;;;;
14495;번호상자01;Aquarius Diadem Box;;;;
14496;번호상자01;Aquarius Crown Box;;;;
14497;번호상자01;Pisces Diadem Box;;;;
14498;번호상자01;Pisces Crown Box;;;;
14499;오래된파란상자;Peacock Feather Box;;;;
14500;생명보험증서;Life Insurrance Certificate;;;;
14501;캐시상자_빨강;Shadow Shield Box;;;;
14503;원유회선물상자;Garden Party Gift;;;;
14504;속도증가회로;Speed Amplifier Circuit;;;;
14505;보스니아입장권;1 Hour Dungeon Ticket;;;;
